sensor,missing_count,missing_ratio,non_missing_count
sensor_210,24,0.015315890236119975,1543
sensor_253,24,0.015315890236119975,1543
sensor_449,24,0.015315890236119975,1543
sensor_213,24,0.015315890236119975,1543
sensor_075,24,0.015315890236119975,1543
sensor_082,24,0.015315890236119975,1543
sensor_076,24,0.015315890236119975,1543
sensor_080,24,0.015315890236119975,1543
sensor_079,24,0.015315890236119975,1543
sensor_078,24,0.015315890236119975,1543
sensor_274,14,0.008934269304403318,1553
sensor_006,14,0.008934269304403318,1553
sensor_413,14,0.008934269304403318,1553
sensor_275,14,0.008934269304403318,1553
sensor_004,14,0.008934269304403318,1553
sensor_273,14,0.008934269304403318,1553
sensor_412,14,0.008934269304403318,1553
sensor_411,14,0.008934269304403318,1553
sensor_142,14,0.008934269304403318,1553
sensor_138,14,0.008934269304403318,1553
sensor_139,14,0.008934269304403318,1553
sensor_005,14,0.008934269304403318,1553
sensor_140,14,0.008934269304403318,1553
sensor_415,14,0.008934269304403318,1553
sensor_276,14,0.008934269304403318,1553
sensor_277,14,0.008934269304403318,1553
sensor_414,14,0.008934269304403318,1553
sensor_141,14,0.008934269304403318,1553
sensor_002,14,0.008934269304403318,1553
sensor_003,14,0.008934269304403318,1553
sensor_491,12,0.007657945118059987,1555
sensor_357,12,0.007657945118059987,1555
sensor_084,12,0.007657945118059987,1555
sensor_219,12,0.007657945118059987,1555
sensor_428,10,0.006381620931716656,1557
sensor_155,10,0.006381620931716656,1557
sensor_290,10,0.006381620931716656,1557
sensor_019,10,0.006381620931716656,1557
sensor_404,9,0.00574345883854499,1558
sensor_403,9,0.00574345883854499,1558
sensor_402,9,0.00574345883854499,1558
sensor_265,9,0.00574345883854499,1558
sensor_264,9,0.00574345883854499,1558
sensor_007,9,0.00574345883854499,1558
sensor_266,9,0.00574345883854499,1558
sensor_143,9,0.00574345883854499,1558
sensor_278,9,0.00574345883854499,1558
sensor_416,9,0.00574345883854499,1558
sensor_259,9,0.00574345883854499,1558
sensor_536,9,0.00574345883854499,1558
sensor_530,9,0.00574345883854499,1558
sensor_394,9,0.00574345883854499,1558
sensor_395,9,0.00574345883854499,1558
sensor_538,9,0.00574345883854499,1558
sensor_537,9,0.00574345883854499,1558
sensor_260,9,0.00574345883854499,1558
sensor_401,9,0.00574345883854499,1558
sensor_528,9,0.00574345883854499,1558
sensor_529,9,0.00574345883854499,1558
sensor_535,9,0.00574345883854499,1558
sensor_534,9,0.00574345883854499,1558
sensor_531,9,0.00574345883854499,1558
sensor_262,9,0.00574345883854499,1558
sensor_532,9,0.00574345883854499,1558
sensor_533,9,0.00574345883854499,1558
sensor_400,9,0.00574345883854499,1558
sensor_256,9,0.00574345883854499,1558
sensor_399,9,0.00574345883854499,1558
sensor_398,9,0.00574345883854499,1558
sensor_257,9,0.00574345883854499,1558
sensor_258,9,0.00574345883854499,1558
sensor_397,9,0.00574345883854499,1558
sensor_396,9,0.00574345883854499,1558
sensor_261,9,0.00574345883854499,1558
sensor_263,9,0.00574345883854499,1558
sensor_121,9,0.00574345883854499,1558
sensor_125,9,0.00574345883854499,1558
sensor_131,9,0.00574345883854499,1558
sensor_129,9,0.00574345883854499,1558
sensor_128,9,0.00574345883854499,1558
sensor_127,9,0.00574345883854499,1558
sensor_126,9,0.00574345883854499,1558
sensor_130,9,0.00574345883854499,1558
sensor_124,9,0.00574345883854499,1558
sensor_122,9,0.00574345883854499,1558
sensor_123,9,0.00574345883854499,1558
sensor_405,8,0.005105296745373325,1559
sensor_267,8,0.005105296745373325,1559
sensor_268,8,0.005105296745373325,1559
sensor_269,8,0.005105296745373325,1559
sensor_134,8,0.005105296745373325,1559
sensor_132,8,0.005105296745373325,1559
sensor_133,8,0.005105296745373325,1559
sensor_541,8,0.005105296745373325,1559
sensor_406,8,0.005105296745373325,1559
sensor_539,8,0.005105296745373325,1559
sensor_407,8,0.005105296745373325,1559
sensor_540,8,0.005105296745373325,1559
sensor_001,7,0.004467134652201659,1560
sensor_200,7,0.004467134652201659,1560
sensor_338,7,0.004467134652201659,1560
sensor_063,7,0.004467134652201659,1560
sensor_064,7,0.004467134652201659,1560
sensor_065,7,0.004467134652201659,1560
sensor_337,7,0.004467134652201659,1560
sensor_202,7,0.004467134652201659,1560
sensor_201,7,0.004467134652201659,1560
sensor_272,7,0.004467134652201659,1560
sensor_474,7,0.004467134652201659,1560
sensor_059,7,0.004467134652201659,1560
sensor_336,7,0.004467134652201659,1560
sensor_196,7,0.004467134652201659,1560
sensor_410,7,0.004467134652201659,1560
sensor_332,7,0.004467134652201659,1560
sensor_468,7,0.004467134652201659,1560
sensor_472,7,0.004467134652201659,1560
sensor_473,7,0.004467134652201659,1560
sensor_137,7,0.004467134652201659,1560
sensor_243,6,0.0038289725590299937,1561
sensor_341,6,0.0038289725590299937,1561
sensor_271,6,0.0038289725590299937,1561
sensor_368,6,0.0038289725590299937,1561
sensor_381,6,0.0038289725590299937,1561
sensor_380,6,0.0038289725590299937,1561
sensor_379,6,0.0038289725590299937,1561
sensor_378,6,0.0038289725590299937,1561
sensor_375,6,0.0038289725590299937,1561
sensor_374,6,0.0038289725590299937,1561
sensor_373,6,0.0038289725590299937,1561
sensor_372,6,0.0038289725590299937,1561
sensor_371,6,0.0038289725590299937,1561
sensor_370,6,0.0038289725590299937,1561
sensor_369,6,0.0038289725590299937,1561
sensor_367,6,0.0038289725590299937,1561
sensor_409,6,0.0038289725590299937,1561
sensor_364,6,0.0038289725590299937,1561
sensor_347,6,0.0038289725590299937,1561
sensor_344,6,0.0038289725590299937,1561
sensor_343,6,0.0038289725590299937,1561
sensor_342,6,0.0038289725590299937,1561
sensor_241,6,0.0038289725590299937,1561
sensor_340,6,0.0038289725590299937,1561
sensor_339,6,0.0038289725590299937,1561
sensor_335,6,0.0038289725590299937,1561
sensor_334,6,0.0038289725590299937,1561
sensor_333,6,0.0038289725590299937,1561
sensor_242,6,0.0038289725590299937,1561
sensor_000,6,0.0038289725590299937,1561
sensor_240,6,0.0038289725590299937,1561
sensor_101,6,0.0038289725590299937,1561
sensor_106,6,0.0038289725590299937,1561
sensor_478,6,0.0038289725590299937,1561
sensor_105,6,0.0038289725590299937,1561
sensor_477,6,0.0038289725590299937,1561
sensor_102,6,0.0038289725590299937,1561
sensor_476,6,0.0038289725590299937,1561
sensor_475,6,0.0038289725590299937,1561
sensor_100,6,0.0038289725590299937,1561
sensor_108,6,0.0038289725590299937,1561
sensor_099,6,0.0038289725590299937,1561
sensor_098,6,0.0038289725590299937,1561
sensor_097,6,0.0038289725590299937,1561
sensor_096,6,0.0038289725590299937,1561
sensor_095,6,0.0038289725590299937,1561
sensor_094,6,0.0038289725590299937,1561
sensor_074,6,0.0038289725590299937,1561
sensor_107,6,0.0038289725590299937,1561
sensor_515,6,0.0038289725590299937,1561
sensor_070,6,0.0038289725590299937,1561
sensor_498,6,0.0038289725590299937,1561
sensor_506,6,0.0038289725590299937,1561
sensor_505,6,0.0038289725590299937,1561
sensor_504,6,0.0038289725590299937,1561
sensor_503,6,0.0038289725590299937,1561
sensor_502,6,0.0038289725590299937,1561
sensor_501,6,0.0038289725590299937,1561
sensor_507,6,0.0038289725590299937,1561
sensor_481,6,0.0038289725590299937,1561
sensor_514,6,0.0038289725590299937,1561
sensor_480,6,0.0038289725590299937,1561
sensor_479,6,0.0038289725590299937,1561
sensor_508,6,0.0038289725590299937,1561
sensor_509,6,0.0038289725590299937,1561
sensor_136,6,0.0038289725590299937,1561
sensor_512,6,0.0038289725590299937,1561
sensor_513,6,0.0038289725590299937,1561
sensor_071,6,0.0038289725590299937,1561
sensor_091,6,0.0038289725590299937,1561
sensor_069,6,0.0038289725590299937,1561
sensor_471,6,0.0038289725590299937,1561
sensor_237,6,0.0038289725590299937,1561
sensor_236,6,0.0038289725590299937,1561
sensor_235,6,0.0038289725590299937,1561
sensor_234,6,0.0038289725590299937,1561
sensor_233,6,0.0038289725590299937,1561
sensor_232,6,0.0038289725590299937,1561
sensor_231,6,0.0038289725590299937,1561
sensor_230,6,0.0038289725590299937,1561
sensor_229,6,0.0038289725590299937,1561
sensor_068,6,0.0038289725590299937,1561
sensor_061,6,0.0038289725590299937,1561
sensor_226,6,0.0038289725590299937,1561
sensor_469,6,0.0038289725590299937,1561
sensor_470,6,0.0038289725590299937,1561
sensor_060,6,0.0038289725590299937,1561
sensor_209,6,0.0038289725590299937,1561
sensor_203,6,0.0038289725590299937,1561
sensor_067,6,0.0038289725590299937,1561
sensor_066,6,0.0038289725590299937,1561
sensor_062,6,0.0038289725590299937,1561
sensor_208,6,0.0038289725590299937,1561
sensor_198,6,0.0038289725590299937,1561
sensor_199,6,0.0038289725590299937,1561
sensor_197,6,0.0038289725590299937,1561
sensor_205,6,0.0038289725590299937,1561
sensor_204,6,0.0038289725590299937,1561
sensor_206,6,0.0038289725590299937,1561
sensor_207,6,0.0038289725590299937,1561
sensor_408,5,0.003190810465858328,1562
sensor_135,5,0.003190810465858328,1562
sensor_270,5,0.003190810465858328,1562
sensor_328,4,0.0025526483726866626,1563
sensor_329,4,0.0025526483726866626,1563
sensor_330,4,0.0025526483726866626,1563
sensor_053,4,0.0025526483726866626,1563
sensor_326,4,0.0025526483726866626,1563
sensor_058,4,0.0025526483726866626,1563
sensor_057,4,0.0025526483726866626,1563
sensor_054,4,0.0025526483726866626,1563
sensor_331,4,0.0025526483726866626,1563
sensor_055,4,0.0025526483726866626,1563
sensor_056,4,0.0025526483726866626,1563
sensor_327,4,0.0025526483726866626,1563
sensor_193,4,0.0025526483726866626,1563
sensor_466,4,0.0025526483726866626,1563
sensor_192,4,0.0025526483726866626,1563
sensor_464,4,0.0025526483726866626,1563
sensor_191,4,0.0025526483726866626,1563
sensor_465,4,0.0025526483726866626,1563
sensor_463,4,0.0025526483726866626,1563
sensor_462,4,0.0025526483726866626,1563
sensor_190,4,0.0025526483726866626,1563
sensor_467,4,0.0025526483726866626,1563
sensor_195,4,0.0025526483726866626,1563
sensor_194,4,0.0025526483726866626,1563
sensor_288,3,0.0019144862795149968,1564
sensor_287,3,0.0019144862795149968,1564
sensor_286,3,0.0019144862795149968,1564
sensor_152,3,0.0019144862795149968,1564
sensor_284,3,0.0019144862795149968,1564
sensor_151,3,0.0019144862795149968,1564
sensor_018,3,0.0019144862795149968,1564
sensor_017,3,0.0019144862795149968,1564
sensor_016,3,0.0019144862795149968,1564
sensor_015,3,0.0019144862795149968,1564
sensor_014,3,0.0019144862795149968,1564
sensor_013,3,0.0019144862795149968,1564
sensor_289,3,0.0019144862795149968,1564
sensor_285,3,0.0019144862795149968,1564
sensor_153,3,0.0019144862795149968,1564
sensor_427,3,0.0019144862795149968,1564
sensor_426,3,0.0019144862795149968,1564
sensor_425,3,0.0019144862795149968,1564
sensor_154,3,0.0019144862795149968,1564
sensor_150,3,0.0019144862795149968,1564
sensor_149,3,0.0019144862795149968,1564
sensor_424,3,0.0019144862795149968,1564
sensor_423,3,0.0019144862795149968,1564
sensor_422,3,0.0019144862795149968,1564
sensor_432,2,0.0012763241863433313,1565
sensor_544,2,0.0012763241863433313,1565
sensor_418,2,0.0012763241863433313,1565
sensor_542,2,0.0012763241863433313,1565
sensor_543,2,0.0012763241863433313,1565
sensor_417,2,0.0012763241863433313,1565
sensor_545,2,0.0012763241863433313,1565
sensor_511,2,0.0012763241863433313,1565
sensor_500,2,0.0012763241863433313,1565
sensor_510,2,0.0012763241863433313,1565
sensor_438,2,0.0012763241863433313,1565
sensor_440,2,0.0012763241863433313,1565
sensor_439,2,0.0012763241863433313,1565
sensor_431,2,0.0012763241863433313,1565
sensor_419,2,0.0012763241863433313,1565
sensor_420,2,0.0012763241863433313,1565
sensor_421,2,0.0012763241863433313,1565
sensor_437,2,0.0012763241863433313,1565
sensor_436,2,0.0012763241863433313,1565
sensor_435,2,0.0012763241863433313,1565
sensor_434,2,0.0012763241863433313,1565
sensor_433,2,0.0012763241863433313,1565
sensor_430,2,0.0012763241863433313,1565
sensor_499,2,0.0012763241863433313,1565
sensor_295,2,0.0012763241863433313,1565
sensor_281,2,0.0012763241863433313,1565
sensor_162,2,0.0012763241863433313,1565
sensor_303,2,0.0012763241863433313,1565
sensor_302,2,0.0012763241863433313,1565
sensor_301,2,0.0012763241863433313,1565
sensor_300,2,0.0012763241863433313,1565
sensor_299,2,0.0012763241863433313,1565
sensor_298,2,0.0012763241863433313,1565
sensor_297,2,0.0012763241863433313,1565
sensor_161,2,0.0012763241863433313,1565
sensor_296,2,0.0012763241863433313,1565
sensor_294,2,0.0012763241863433313,1565
sensor_160,2,0.0012763241863433313,1565
sensor_283,2,0.0012763241863433313,1565
sensor_282,2,0.0012763241863433313,1565
sensor_159,2,0.0012763241863433313,1565
sensor_280,2,0.0012763241863433313,1565
sensor_279,2,0.0012763241863433313,1565
sensor_227,2,0.0012763241863433313,1565
sensor_228,2,0.0012763241863433313,1565
sensor_238,2,0.0012763241863433313,1565
sensor_239,2,0.0012763241863433313,1565
sensor_148,2,0.0012763241863433313,1565
sensor_147,2,0.0012763241863433313,1565
sensor_146,2,0.0012763241863433313,1565
sensor_145,2,0.0012763241863433313,1565
sensor_144,2,0.0012763241863433313,1565
sensor_104,2,0.0012763241863433313,1565
sensor_103,2,0.0012763241863433313,1565
sensor_093,2,0.0012763241863433313,1565
sensor_092,2,0.0012763241863433313,1565
sensor_304,2,0.0012763241863433313,1565
sensor_031,2,0.0012763241863433313,1565
sensor_011,2,0.0012763241863433313,1565
sensor_012,2,0.0012763241863433313,1565
sensor_169,2,0.0012763241863433313,1565
sensor_377,2,0.0012763241863433313,1565
sensor_376,2,0.0012763241863433313,1565
sensor_366,2,0.0012763241863433313,1565
sensor_365,2,0.0012763241863433313,1565
sensor_168,2,0.0012763241863433313,1565
sensor_167,2,0.0012763241863433313,1565
sensor_008,2,0.0012763241863433313,1565
sensor_009,2,0.0012763241863433313,1565
sensor_010,2,0.0012763241863433313,1565
sensor_030,2,0.0012763241863433313,1565
sensor_021,2,0.0012763241863433313,1565
sensor_022,2,0.0012763241863433313,1565
sensor_023,2,0.0012763241863433313,1565
sensor_024,2,0.0012763241863433313,1565
sensor_025,2,0.0012763241863433313,1565
sensor_026,2,0.0012763241863433313,1565
sensor_166,2,0.0012763241863433313,1565
sensor_165,2,0.0012763241863433313,1565
sensor_164,2,0.0012763241863433313,1565
sensor_163,2,0.0012763241863433313,1565
sensor_027,2,0.0012763241863433313,1565
sensor_028,2,0.0012763241863433313,1565
sensor_029,2,0.0012763241863433313,1565
sensor_171,1,0.0006381620931716656,1566
sensor_173,1,0.0006381620931716656,1566
sensor_052,1,0.0006381620931716656,1566
sensor_490,1,0.0006381620931716656,1566
sensor_170,1,0.0006381620931716656,1566
sensor_083,1,0.0006381620931716656,1566
sensor_172,1,0.0006381620931716656,1566
sensor_051,1,0.0006381620931716656,1566
sensor_034,1,0.0006381620931716656,1566
sensor_588,1,0.0006381620931716656,1566
sensor_587,1,0.0006381620931716656,1566
sensor_586,1,0.0006381620931716656,1566
sensor_585,1,0.0006381620931716656,1566
sensor_584,1,0.0006381620931716656,1566
sensor_583,1,0.0006381620931716656,1566
sensor_582,1,0.0006381620931716656,1566
sensor_561,1,0.0006381620931716656,1566
sensor_560,1,0.0006381620931716656,1566
sensor_559,1,0.0006381620931716656,1566
sensor_558,1,0.0006381620931716656,1566
sensor_032,1,0.0006381620931716656,1566
sensor_033,1,0.0006381620931716656,1566
sensor_175,1,0.0006381620931716656,1566
sensor_050,1,0.0006381620931716656,1566
sensor_035,1,0.0006381620931716656,1566
sensor_036,1,0.0006381620931716656,1566
sensor_037,1,0.0006381620931716656,1566
sensor_038,1,0.0006381620931716656,1566
sensor_039,1,0.0006381620931716656,1566
sensor_042,1,0.0006381620931716656,1566
sensor_043,1,0.0006381620931716656,1566
sensor_044,1,0.0006381620931716656,1566
sensor_045,1,0.0006381620931716656,1566
sensor_046,1,0.0006381620931716656,1566
sensor_047,1,0.0006381620931716656,1566
sensor_048,1,0.0006381620931716656,1566
sensor_049,1,0.0006381620931716656,1566
sensor_174,1,0.0006381620931716656,1566
sensor_589,1,0.0006381620931716656,1566
sensor_176,1,0.0006381620931716656,1566
sensor_319,1,0.0006381620931716656,1566
sensor_451,1,0.0006381620931716656,1566
sensor_452,1,0.0006381620931716656,1566
sensor_453,1,0.0006381620931716656,1566
sensor_454,1,0.0006381620931716656,1566
sensor_317,1,0.0006381620931716656,1566
sensor_318,1,0.0006381620931716656,1566
sensor_455,1,0.0006381620931716656,1566
sensor_458,1,0.0006381620931716656,1566
sensor_456,1,0.0006381620931716656,1566
sensor_320,1,0.0006381620931716656,1566
sensor_321,1,0.0006381620931716656,1566
sensor_457,1,0.0006381620931716656,1566
sensor_322,1,0.0006381620931716656,1566
sensor_323,1,0.0006381620931716656,1566
sensor_177,1,0.0006381620931716656,1566
sensor_316,1,0.0006381620931716656,1566
sensor_448,1,0.0006381620931716656,1566
sensor_447,1,0.0006381620931716656,1566
sensor_446,1,0.0006381620931716656,1566
sensor_445,1,0.0006381620931716656,1566
sensor_444,1,0.0006381620931716656,1566
sensor_443,1,0.0006381620931716656,1566
sensor_442,1,0.0006381620931716656,1566
sensor_441,1,0.0006381620931716656,1566
sensor_315,1,0.0006381620931716656,1566
sensor_312,1,0.0006381620931716656,1566
sensor_311,1,0.0006381620931716656,1566
sensor_310,1,0.0006381620931716656,1566
sensor_309,1,0.0006381620931716656,1566
sensor_305,1,0.0006381620931716656,1566
sensor_306,1,0.0006381620931716656,1566
sensor_308,1,0.0006381620931716656,1566
sensor_307,1,0.0006381620931716656,1566
sensor_461,1,0.0006381620931716656,1566
sensor_460,1,0.0006381620931716656,1566
sensor_187,1,0.0006381620931716656,1566
sensor_188,1,0.0006381620931716656,1566
sensor_189,1,0.0006381620931716656,1566
sensor_218,1,0.0006381620931716656,1566
sensor_184,1,0.0006381620931716656,1566
sensor_356,1,0.0006381620931716656,1566
sensor_325,1,0.0006381620931716656,1566
sensor_185,1,0.0006381620931716656,1566
sensor_186,1,0.0006381620931716656,1566
sensor_459,1,0.0006381620931716656,1566
sensor_324,1,0.0006381620931716656,1566
sensor_183,1,0.0006381620931716656,1566
sensor_182,1,0.0006381620931716656,1566
sensor_181,1,0.0006381620931716656,1566
sensor_180,1,0.0006381620931716656,1566
sensor_179,1,0.0006381620931716656,1566
sensor_390,0,0.0,1567
sensor_386,0,0.0,1567
sensor_392,0,0.0,1567
sensor_389,0,0.0,1567
sensor_572,0,0.0,1567
sensor_393,0,0.0,1567
sensor_570,0,0.0,1567
sensor_361,0,0.0,1567
sensor_360,0,0.0,1567
sensor_359,0,0.0,1567
sensor_577,0,0.0,1567
sensor_576,0,0.0,1567
sensor_575,0,0.0,1567
sensor_574,0,0.0,1567
sensor_020,0,0.0,1567
sensor_573,0,0.0,1567
sensor_571,0,0.0,1567
sensor_250,0,0.0,1567
sensor_429,0,0.0,1567
sensor_156,0,0.0,1567
sensor_116,0,0.0,1567
sensor_117,0,0.0,1567
sensor_119,0,0.0,1567
sensor_120,0,0.0,1567
sensor_249,0,0.0,1567
sensor_248,0,0.0,1567
sensor_223,0,0.0,1567
sensor_291,0,0.0,1567
sensor_222,0,0.0,1567
sensor_221,0,0.0,1567
sensor_495,0,0.0,1567
sensor_494,0,0.0,1567
sensor_493,0,0.0,1567
sensor_388,0,0.0,1567
sensor_115,0,0.0,1567
sensor_114,0,0.0,1567
sensor_113,0,0.0,1567
sensor_520,0,0.0,1567
sensor_521,0,0.0,1567
sensor_522,0,0.0,1567
sensor_523,0,0.0,1567
sensor_524,0,0.0,1567
sensor_526,0,0.0,1567
sensor_527,0,0.0,1567
sensor_088,0,0.0,1567
sensor_087,0,0.0,1567
sensor_086,0,0.0,1567
sensor_251,0,0.0,1567
sensor_252,0,0.0,1567
sensor_254,0,0.0,1567
sensor_255,0,0.0,1567
sensor_387,0,0.0,1567
