sensor,missing_ratio,unique_non_missing,variance,is_zero_variance,is_all_missing
sensor_080,0.015315890236119975,922,0.0024232009259086474,False,False
sensor_081,0.015315890236119975,580,0.00028971867724454105,False,False
sensor_082,0.015315890236119975,888,0.0013013557980268197,False,False
sensor_118,0.015315890236119975,328,6.563458496721313e-05,False,False
sensor_210,0.015315890236119975,798,0.0017694254949636578,False,False
sensor_211,0.015315890236119975,653,0.0006252572111363566,False,False
sensor_212,0.015315890236119975,681,0.0009971475888599448,False,False
sensor_213,0.015315890236119975,810,0.0028121346527600903,False,False
sensor_214,0.015315890236119975,803,0.0031872429007366015,False,False
sensor_215,0.015315890236119975,823,0.0009264001095193305,False,False
sensor_216,0.015315890236119975,728,0.0006637996380541218,False,False
sensor_217,0.015315890236119975,836,0.0021421589156585996,False,False
sensor_253,0.015315890236119975,442,0.0005028853663715386,False,False
sensor_348,0.015315890236119975,357,0.0001407184629131352,False,False
sensor_349,0.015315890236119975,373,0.00011242800894042212,False,False
sensor_350,0.015315890236119975,435,0.00020522439258338355,False,False
sensor_351,0.015315890236119975,499,0.0006033369437810857,False,False
sensor_352,0.015315890236119975,354,0.00017311069178995892,False,False
sensor_353,0.015315890236119975,563,0.0002402274658072564,False,False
sensor_354,0.015315890236119975,486,0.00017076997384111165,False,False
sensor_355,0.015315890236119975,572,0.0004975884980494312,False,False
sensor_391,0.015315890236119975,183,4.539670690529087e-05,False,False
sensor_482,0.015315890236119975,1062,78967.36390634248,False,False
sensor_483,0.015315890236119975,1402,37196.68161902012,False,False
sensor_484,0.015315890236119975,1324,45422.96382065921,False,False
sensor_485,0.015315890236119975,1358,47825.322839277396,False,False
sensor_486,0.015315890236119975,1039,82578.10885811066,False,False
sensor_487,0.015315890236119975,1199,69610.30305993861,False,False
sensor_488,0.015315890236119975,1314,63526.05259491402,False,False
sensor_489,0.015315890236119975,1344,52005.29829136766,False,False
sensor_525,0.015315890236119975,1526,15.36929902068684,False,False
sensor_002,0.008934269304403318,507,871.0261443665875,False,False
sensor_003,0.008934269304403318,518,195091.50517775348,False,False
sensor_004,0.008934269304403318,503,3175.9468992516067,False,False
sensor_006,0.008934269304403318,510,38.90283584892686,False,False
sensor_138,0.008934269304403318,348,152.40786558275798,False,False
sensor_139,0.008934269304403318,518,69327.21331627788,False,False
sensor_140,0.008934269304403318,498,256970.02205667223,False,False
sensor_142,0.008934269304403318,374,12.618510114527254,False,False
sensor_273,0.008934269304403318,518,14.672443034394142,False,False
sensor_274,0.008934269304403318,518,7328.692765671911,False,False
sensor_275,0.008934269304403318,458,28543.904042891212,False,False
sensor_277,0.008934269304403318,512,1.4314621638372607,False,False
sensor_411,0.008934269304403318,509,0.3041237591176539,False,False
sensor_412,0.008934269304403318,518,339.06145961681995,False,False
sensor_413,0.008934269304403318,518,2238.0906541333597,False,False
sensor_415,0.008934269304403318,513,15.668704344108992,False,False
sensor_084,0.007657945118059987,180,2.5515645242854253e-05,False,False
sensor_219,0.007657945118059987,64,2.709666910824467e-06,False,False
sensor_357,0.007657945118059987,28,2.5092530012787247e-07,False,False
sensor_491,0.007657945118059987,472,1.4988684958663916,False,False
sensor_019,0.006381620931716656,361,0.04750885460969865,False,False
sensor_155,0.006381620931716656,65,1.2598418658186845,False,False
sensor_290,0.006381620931716656,324,0.07343396952895373,False,False
sensor_428,0.006381620931716656,404,113.0549498666854,False,False
sensor_007,0.00574345883854499,89,8.030522137796674e-05,False,False
sensor_121,0.00574345883854499,54,0.009923690888719045,False,False
sensor_122,0.00574345883854499,309,0.8174338282026675,False,False
sensor_123,0.00574345883854499,50,0.01173212569348086,False,False
sensor_124,0.00574345883854499,59,0.013028782392326518,False,False
sensor_125,0.00574345883854499,155,0.07871093279650557,False,False
sensor_126,0.00574345883854499,273,0.06424745417770424,False,False
sensor_127,0.00574345883854499,324,0.018335560840219704,False,False
sensor_128,0.00574345883854499,268,0.06978818897306711,False,False
sensor_129,0.00574345883854499,93,1.4895683782156242,False,False
sensor_130,0.00574345883854499,310,0.006811409483301633,False,False
sensor_131,0.00574345883854499,68,5.065094108927042e-06,False,False
sensor_143,0.00574345883854499,63,1.6430351479054798e-06,False,False
sensor_278,0.00574345883854499,22,1.1562307950429671e-07,False,False
sensor_416,0.00574345883854499,510,1.0721218245803499,False,False
sensor_132,0.005105296745373325,306,0.0028281978644271,False,False
sensor_133,0.005105296745373325,336,42.74153638709451,False,False
sensor_134,0.005105296745373325,335,8.942947204486615,False,False
sensor_267,0.005105296745373325,291,0.0008790437182667866,False,False
sensor_268,0.005105296745373325,333,53.940275985279065,False,False
sensor_269,0.005105296745373325,330,1.3278623084429058,False,False
sensor_405,0.005105296745373325,228,0.00011509577804474579,False,False
sensor_406,0.005105296745373325,335,8.006541582696899,False,False
sensor_407,0.005105296745373325,331,0.13301421099402122,False,False
sensor_539,0.005105296745373325,333,1.5697910818881629,False,False
sensor_540,0.005105296745373325,336,0.5357190761421322,False,False
sensor_541,0.005105296745373325,336,8.388992772650475,False,False
sensor_001,0.004467134652201659,1504,6465.399019959541,False,False
sensor_059,0.004467134652201659,1500,90.86321038312164,False,False
sensor_063,0.004467134652201659,1534,50.69245067966251,False,False
sensor_064,0.004467134652201659,1496,24.775182250200487,False,False
sensor_065,0.004467134652201659,1550,50.718654958467916,False,False
sensor_137,0.004467134652201659,1059,2730.3775512738275,False,False
sensor_196,0.004467134652201659,867,247.1475212506373,False,False
sensor_200,0.004467134652201659,1008,75.5285880322692,False,False
sensor_201,0.004467134652201659,861,26.055868479136855,False,False
sensor_202,0.004467134652201659,1470,213.82933337608895,False,False
sensor_272,0.004467134652201659,1557,314.61937769026923,False,False
sensor_332,0.004467134652201659,1517,31.868574712994025,False,False
sensor_336,0.004467134652201659,1532,57.095114917236614,False,False
sensor_337,0.004467134652201659,1517,2.888078659500958,False,False
sensor_338,0.004467134652201659,1520,31.866272815254646,False,False
sensor_410,0.004467134652201659,1545,4.507035329702209,False,False
sensor_468,0.004467134652201659,1317,53253.36903615582,False,False
sensor_472,0.004467134652201659,1560,2275.1031474836427,False,False
sensor_473,0.004467134652201659,1558,504.3215147103955,False,False
sensor_474,0.004467134652201659,1559,616.1772514136496,False,False
sensor_000,0.0038289725590299937,1520,5420.16748404614,False,False
sensor_060,0.0038289725590299937,1498,36.335442824009355,False,False
sensor_061,0.0038289725590299937,1418,0.07555730046428162,False,False
sensor_062,0.0038289725590299937,1518,74.46001254038637,False,False
sensor_066,0.0038289725590299937,1559,135.09595015985482,False,False
sensor_067,0.0038289725590299937,1306,94557.66024119168,False,False
sensor_068,0.0038289725590299937,1479,17.978407160493415,False,False
sensor_070,0.0038289725590299937,1533,90.99615286099841,False,False
sensor_071,0.0038289725590299937,1557,1001.8426938973171,False,False
sensor_074,0.0038289725590299937,2,0.011276246156310041,False,False
sensor_091,0.0038289725590299937,1191,0.007688300488181475,False,False
sensor_094,0.0038289725590299937,22,3.0322927446245835e-08,False,False
sensor_095,0.0038289725590299937,14,1.0901024983984624e-08,False,False
sensor_096,0.0038289725590299937,1333,0.048214561545754694,False,False
sensor_098,0.0038289725590299937,1420,0.18242276916571398,False,False
sensor_099,0.0038289725590299937,272,0.003936356967681795,False,False
sensor_100,0.0038289725590299937,35,1.264063388031998e-07,False,False
sensor_101,0.0038289725590299937,29,4.873602555889551e-08,False,False
sensor_102,0.0038289725590299937,1066,0.003964926709604298,False,False
sensor_105,0.0038289725590299937,177,1.0254912194681253e-05,False,False
sensor_106,0.0038289725590299937,180,8.927622595640532e-06,False,False
sensor_107,0.0038289725590299937,1159,0.007651836337760147,False,False
sensor_108,0.0038289725590299937,1183,0.007526909831427914,False,False
sensor_136,0.0038289725590299937,1089,2906.265639054518,False,False
sensor_197,0.0038289725590299937,898,111.34811387021797,False,False
sensor_198,0.0038289725590299937,773,0.28912687634816603,False,False
sensor_199,0.0038289725590299937,920,270.45631224297375,False,False
sensor_203,0.0038289725590299937,1501,304.9143865363077,False,False
sensor_204,0.0038289725590299937,1210,319339.4098861674,False,False
sensor_205,0.0038289725590299937,841,133.1965906903037,False,False
sensor_206,0.0038289725590299937,2,0.0025624599615631013,False,False
sensor_207,0.0038289725590299937,1046,306.16448132558025,False,False
sensor_208,0.0038289725590299937,1549,787.7645072420943,False,False
sensor_209,0.0038289725590299937,2,1.3643962203715536,False,False
sensor_271,0.0038289725590299937,1559,319.2095926072209,False,False
sensor_333,0.0038289725590299937,1527,11.583450360611057,False,False
sensor_334,0.0038289725590299937,1145,0.029888376975788042,False,False
sensor_335,0.0038289725590299937,1526,33.42641831175359,False,False
sensor_339,0.0038289725590299937,1543,36.90200404035224,False,False
sensor_340,0.0038289725590299937,761,68507.01699296547,False,False
sensor_341,0.0038289725590299937,1517,13.453504845055905,False,False
sensor_342,0.0038289725590299937,2,0.00012811520819987177,False,False
sensor_343,0.0038289725590299937,1541,28.856504578348332,False,False
sensor_344,0.0038289725590299937,1551,79.1249580078209,False,False
sensor_347,0.0038289725590299937,2,0.12403515444586814,False,False
sensor_367,0.0038289725590299937,113,7.2850359237175365e-06,False,False
sensor_368,0.0038289725590299937,97,4.4381107689022485e-06,False,False
sensor_409,0.0038289725590299937,1548,3.157171928805614,False,False
sensor_469,0.0038289725590299937,1514,9.933116345587658,False,False
sensor_470,0.0038289725590299937,1547,24.83394358387029,False,False
sensor_471,0.0038289725590299937,1552,103.51265770020767,False,False
sensor_475,0.0038289725590299937,1526,6.818229535930373,False,False
sensor_476,0.0038289725590299937,1559,223.19134142580052,False,False
sensor_477,0.0038289725590299937,1537,103.7347569600712,False,False
sensor_478,0.0038289725590299937,2,25.624599615631,False,False
sensor_479,0.0038289725590299937,1507,6.962253864646225,False,False
sensor_480,0.0038289725590299937,1560,1278.240778722215,False,False
sensor_135,0.003190810465858328,134,3311.3841241497084,False,False
sensor_270,0.003190810465858328,599,70.5938162909928,False,False
sensor_408,0.003190810465858328,593,6.646690706388383,False,False
sensor_053,0.0025526483726866626,153,0.003019460758267983,False,False
sensor_054,0.0025526483726866626,169,0.0035498565580653106,False,False
sensor_055,0.0025526483726866626,107,663.0273391643995,False,False
sensor_056,0.0025526483726866626,187,4.6340170803217524e-05,False,False
sensor_057,0.0025526483726866626,159,1.743857661527824e-05,False,False
sensor_058,0.0025526483726866626,382,0.0072411208856535975,False,False
sensor_195,0.0025526483726866626,206,0.15617273678118265,False,False
sensor_331,0.0025526483726866626,313,0.004022667883023144,False,False
sensor_467,0.0025526483726866626,417,75.23348330879874,False,False
sensor_014,0.0019144862795149968,1555,7.820946786353915,False,False
sensor_015,0.0019144862795149968,1561,296.5660979749953,False,False
sensor_016,0.0019144862795149968,1477,5.7785747963836345,False,False
sensor_017,0.0019144862795149968,281,0.00014550179929327987,False,False
sensor_018,0.0019144862795149968,1548,7.734187455719739,False,False
sensor_150,0.0019144862795149968,1443,10.509543642193679,False,False
sensor_151,0.0019144862795149968,1498,961.1575595215788,False,False
sensor_152,0.0019144862795149968,1394,545.8794311881048,False,False
sensor_153,0.0019144862795149968,219,8.734167889804674e-05,False,False
sensor_154,0.0019144862795149968,1551,27.449415246875446,False,False
sensor_285,0.0019144862795149968,1527,0.9272202024925957,False,False
sensor_286,0.0019144862795149968,1540,95.33236267006544,False,False
sensor_287,0.0019144862795149968,1076,54.5580592644778,False,False
sensor_288,0.0019144862795149968,87,8.620655585609024e-06,False,False
sensor_289,0.0019144862795149968,1522,2.6146672488961116,False,False
sensor_423,0.0019144862795149968,1563,1062.5600328960102,False,False
sensor_424,0.0019144862795149968,1529,40.01024358072442,False,False
sensor_425,0.0019144862795149968,1540,540.921334755091,False,False
sensor_426,0.0019144862795149968,1481,0.9912593206650394,False,False
sensor_427,0.0019144862795149968,1538,9.254643130984597,False,False
sensor_008,0.0012763241863433313,1208,0.005460701802864777,False,False
sensor_009,0.0012763241863433313,568,0.00022849918565487037,False,False
sensor_010,0.0012763241863433313,392,8.652915872302525e-05,False,False
sensor_011,0.0012763241863433313,378,0.00015505359361185785,False,False
sensor_012,0.0012763241863433313,1547,10.60984480956244,False,False
sensor_021,0.0012763241863433313,1295,392906.04326157435,False,False
sensor_022,0.0012763241863433313,1176,87319.38390963206,False,False
sensor_023,0.0012763241863433313,1480,1904847.554245327,False,False
sensor_024,0.0012763241863433313,1494,8425609.918099247,False,False
sensor_025,0.0012763241863433313,704,0.031541928969954974,False,False
sensor_026,0.0012763241863433313,624,0.03590837324042555,False,False
sensor_027,0.0012763241863433313,1148,1.548156250865831,False,False
sensor_028,0.0012763241863433313,869,11.979773487086947,False,False
sensor_029,0.0012763241863433313,188,0.1670309511443583,False,False
sensor_030,0.0012763241863433313,842,0.0010853033811722215,False,False
sensor_031,0.0012763241863433313,1275,0.2865694657314088,False,False
sensor_092,0.0012763241863433313,180,1.0439517563713915e-05,False,False
sensor_093,0.0012763241863433313,174,9.059099482771299e-06,False,False
sensor_103,0.0012763241863433313,153,9.391459818765678e-06,False,False
sensor_104,0.0012763241863433313,55,7.237051878120327e-07,False,False
sensor_144,0.0012763241863433313,961,0.00376293733180262,False,False
sensor_145,0.0012763241863433313,656,0.0007044025657975372,False,False
sensor_146,0.0012763241863433313,579,0.00047718164481995044,False,False
sensor_147,0.0012763241863433313,294,0.0007356522448624399,False,False
sensor_148,0.0012763241863433313,1551,351.21125287804455,False,False
sensor_159,0.0012763241863433313,954,966373.5820048536,False,False
sensor_160,0.0012763241863433313,744,330404.9132297787,False,False
sensor_161,0.0012763241863433313,1411,17971198.660493694,False,False
sensor_162,0.0012763241863433313,1325,42949270.79576657,False,False
sensor_163,0.0012763241863433313,260,0.014881313662845333,False,False
sensor_164,0.0012763241863433313,219,0.05882256318688054,False,False
sensor_165,0.0012763241863433313,404,0.16591717837444744,False,False
sensor_166,0.0012763241863433313,62,1.2538532884469247,False,False
sensor_167,0.0012763241863433313,31,0.40039396811648675,False,False
sensor_168,0.0012763241863433313,207,0.002269438992343708,False,False
sensor_169,0.0012763241863433313,652,0.039171382283487086,False,False
sensor_227,0.0012763241863433313,329,0.00011568535685511875,False,False
sensor_228,0.0012763241863433313,292,0.00011545240637997106,False,False
sensor_238,0.0012763241863433313,93,2.883026564146981e-06,False,False
sensor_239,0.0012763241863433313,80,2.077649044393421e-06,False,False
sensor_279,0.0012763241863433313,541,0.00041165020374561825,False,False
sensor_280,0.0012763241863433313,246,4.2029430190467626e-05,False,False
sensor_281,0.0012763241863433313,227,3.075236236241962e-05,False,False
sensor_282,0.0012763241863433313,114,7.310877011513035e-05,False,False
sensor_283,0.0012763241863433313,1515,34.39029371966324,False,False
sensor_294,0.0012763241863433313,1562,227576.7751849205,False,False
sensor_295,0.0012763241863433313,1561,80389.65886567647,False,False
sensor_296,0.0012763241863433313,1565,3901064.9050965295,False,False
sensor_297,0.0012763241863433313,1559,10413040.424779663,False,False
sensor_298,0.0012763241863433313,725,0.004124833624482159,False,False
sensor_299,0.0012763241863433313,626,0.017115280696191462,False,False
sensor_300,0.0012763241863433313,967,0.04802548035925741,False,False
sensor_301,0.0012763241863433313,1134,0.11021184043908877,False,False
sensor_302,0.0012763241863433313,569,0.03901177806887395,False,False
sensor_303,0.0012763241863433313,509,0.00021055787276010556,False,False
sensor_304,0.0012763241863433313,1105,0.004207780405799825,False,False
sensor_365,0.0012763241863433313,120,7.054390421872319e-06,False,False
sensor_366,0.0012763241863433313,107,5.676063644460423e-06,False,False
sensor_376,0.0012763241863433313,36,2.8553000008171066e-07,False,False
sensor_377,0.0012763241863433313,31,2.176596259284378e-07,False,False
sensor_417,0.0012763241863433313,1551,16.439093333064413,False,False
sensor_418,0.0012763241863433313,1051,82773.86919974207,False,False
sensor_419,0.0012763241863433313,851,105916.65539177277,False,False
sensor_420,0.0012763241863433313,1514,9.34948205353656,False,False
sensor_421,0.0012763241863433313,1534,47.80139408857714,False,False
sensor_430,0.0012763241863433313,1551,1300.3296922394181,False,False
sensor_431,0.0012763241863433313,1553,1324.6256894228723,False,False
sensor_432,0.0012763241863433313,1503,15923.591792191692,False,False
sensor_433,0.0012763241863433313,1371,50976.09826125072,False,False
sensor_434,0.0012763241863433313,1537,1163.4139257327113,False,False
sensor_435,0.0012763241863433313,1524,1181.2823834964026,False,False
sensor_436,0.0012763241863433313,1539,1194.2418098497415,False,False
sensor_437,0.0012763241863433313,1495,2.5962028463559723,False,False
sensor_438,0.0012763241863433313,967,1163.3591692890325,False,False
sensor_439,0.0012763241863433313,1550,1472.731019631313,False,False
sensor_440,0.0012763241863433313,1557,38.06236958575535,False,False
sensor_499,0.0012763241863433313,703,105476.42437789941,False,False
sensor_500,0.0012763241863433313,648,104331.20301750704,False,False
sensor_510,0.0012763241863433313,1498,1420.666932711732,False,False
sensor_511,0.0012763241863433313,586,108678.8015108692,False,False
sensor_542,0.0012763241863433313,102,7.489852087299702e-06,False,False
sensor_543,0.0012763241863433313,71,2.3517591658972244e-06,False,False
sensor_544,0.0012763241863433313,21,8.733216214670338e-08,False,False
sensor_545,0.0012763241863433313,273,1.7306566992676846,False,False
sensor_032,0.0006381620931716656,338,4.106901683442041,False,False
sensor_033,0.0006381620931716656,330,1.8075629222613934,False,False
sensor_034,0.0006381620931716656,329,1.398585749757441,False,False
sensor_035,0.0006381620931716656,331,6.629330325793516,False,False
sensor_036,0.0006381620931716656,330,1.3985874294421792,False,False
sensor_037,0.0006381620931716656,325,0.09250162542205556,False,False
sensor_038,0.0006381620931716656,329,0.19959055034499487,False,False
sensor_039,0.0006381620931716656,333,3.2660472308144404,False,False
sensor_043,0.0006381620931716656,1523,38.871561332536736,False,False
sensor_044,0.0006381620931716656,1376,0.03063815973313095,False,False
sensor_045,0.0006381620931716656,1520,61.61068560277669,False,False
sensor_046,0.0006381620931716656,1562,148.11656003488375,False,False
